OBJECTID,RecKey,SeqNo,RecType,GapStart,GapEnd,Gap,DateLoadedInDb,PrimaryKey,DBKey,GlobalID
3856940,1806271044382992,,C,963,939,24,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{5A93A85A-2990-4FD8-9533-F0AD39AC42BC}
3856941,1806271044382992,,C,934,910,24,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{F71117DC-58BD-4726-8566-767F0270A5A0}
3856942,1806271044382992,,C,869,842,27,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{B43FCFEB-D115-470A-A616-FCA2E9E7F47F}
3856943,1806271044382992,,C,832,802,30,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{DD24A983-3D8B-40E2-A7CC-15B18DF01E56}
3856944,1806271044382992,,C,678,647,31,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{8BD740D6-A4AB-4B26-9129-ABC3BC958B6B}
3856945,1806271044382992,,C,629,591,38,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{6831D8B3-5390-4EBD-AEA5-4C7993A30244}
3856946,1806271044382992,,C,544,519,25,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{EDD76EC3-8B37-40D2-BBE3-F14A36BC8322}
3856947,1806161112557413,,C,0,196,196,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{A75C5612-4123-4B30-A610-3F067E66AA36}
3856948,1806161112557413,,C,224,724,500,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{CA119182-815B-4743-A815-1ED5F29EC3E4}
3856949,1806161112557413,,C,730,759,29,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{EB15A9E6-B7B5-40D1-86E9-34421AEF307E}
3856950,1806161112557413,,C,780,919,139,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{8DA0757F-97C7-4F3C-866A-2111D6F388DE}
3856951,1806161112557413,,C,921,1088,167,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{1865ACA0-4B5A-4188-AAF8-BA8D9106813F}
3856952,1806161112557413,,C,1117,1148,31,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{44209989-EECB-41BC-A967-5246678C513D}
3856953,1806161112557413,,C,1152,1338,186,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{E9D8C71F-F621-4A83-BCDB-109081D691EB}
3856954,1806161112557413,,C,1455,1509,54,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{2A883155-21DD-4A64-8AEB-8FEE9347FA8C}
3856955,1806161112557413,,C,1518,1676,158,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{B0288E77-D004-4538-8B7A-794899F8D9F3}
3856956,1806161112557413,,C,1757,1804,47,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{59847C59-5DED-4B71-90BA-DACF1F37BAD6}
3856957,1806161112557413,,C,1811,1850,39,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{1D5B728A-8EDA-40C5-8F93-00520C6CB3E1}
3856958,1806161112557413,,C,1878,1902,24,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{9FC7ED63-0B25-4D98-B643-5FD44139CABD}
3856959,1806161112557413,,C,1934,1958,24,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{654297A1-AAF7-429B-8BE3-FA034DD1ED8B}
3856960,1806161112557413,,C,2036,2111,75,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{77EE6856-191A-4D25-BF3E-80B67526BA17}
3856961,1806161112557413,,C,2116,2237,121,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{955577AD-DE37-4F3E-ABEA-7B2D9B6CE889}
3856962,1806161112557413,,C,2257,2290,33,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{0503676B-80C3-4433-A1E8-A438ED19A5ED}
3856963,1806161112557413,,C,2293,2326,33,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{1EBE95DD-537C-4899-8FA2-FEE03F76DB16}
3856964,1806161112557413,,C,2346,2463,117,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{F04FE761-66C0-455C-8F84-313AB8319122}
3856965,1806161148321166,,C,0,190,190,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{A42998E3-B390-465B-9203-779325B58B49}
3856966,1806161148321166,,C,227,695,468,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{491FDD9A-AB1E-4576-88AD-161D94B70738}
3856967,1806161148321166,,C,697,722,25,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{1FCF68CA-C9FB-4875-862D-9945B9CCCFA1}
3856968,1806161148321166,,C,729,758,29,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{1B266B8B-6636-4838-93FD-305831472F0E}
3856969,1806161148321166,,C,769,841,72,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{AC6BEC4A-A372-4A7A-8576-F1F82924677D}
3856970,1806161148321166,,C,844,893,49,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{9CB701F5-5A71-469F-A54F-B5A33461E4E9}
3856971,1806161148321166,,C,926,988,62,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{36283260-4ADE-4DA5-B96F-603ED9E73616}
3856972,1806161148321166,,C,993,1051,58,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{2A09809B-680D-4FB0-9FE0-D17033A932C7}
3856973,1806161148321166,,C,1151,1337,186,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{24B8A8F9-DC3D-4341-8DB5-219ACE94FF2F}
3856974,1806161148321166,,C,1454,1505,51,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{DF98FACB-97A7-4F5C-A470-196422C0DC36}
3856975,1806161148321166,,C,1519,1542,23,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{DD41CAD8-5CBC-4364-A294-0C8BD24CA95F}
3856976,1806161148321166,,C,1547,1675,128,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{5D17EA51-1982-44A3-9315-52CEDE11BDD2}
3856977,1806161148321166,,C,1716,1799,83,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{B7E1C579-59B2-42B6-9818-80C520679247}
3856978,1806161148321166,,C,1808,1846,38,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{6C227BA6-0E9A-4BD8-AE55-CAE6E26079F9}
3856979,1806161148321166,,C,1875,1909,34,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{F233797B-5E51-4CE0-A3A6-B4D05851D207}
3856980,1806161148321166,,C,2035,2114,79,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{905D5AB0-362C-406D-8B32-A07EC98BBB9C}
3856981,1806161148321166,,C,2116,2212,96,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{6A72FC36-E0E9-46FC-9BFF-0BBAACD10586}
3856982,1806161148321166,,C,2257,2320,63,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{E4C08298-0C17-4757-9FF8-69D8B13BA65E}
3856983,1806271044382992,,C,448,420,28,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{1F0D5A1C-0B79-4105-BD26-2E5FFC572D7B}
3856984,1806271044382992,,C,416,396,20,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{B43F39E0-3763-44E3-8AD2-2C639420649C}
3856985,1806271044382992,,C,125,87,38,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{9BE47A50-9254-4720-8D85-5D10AF43AD45}
3856986,1806271138109125,,C,2381,2321,60,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{D351245E-3367-4C25-B7A9-50A0DFC28414}
3856987,1806271138109125,,C,2209,2048,161,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{033DEDAE-7B70-4279-B273-AD4508BA0F1A}
3856988,1806271138109125,,C,1962,1890,72,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{1D835F01-6473-4BF6-B79C-D3103CD77F1C}
3856989,1806271138109125,,C,1697,1663,34,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{8A888347-90A8-471E-8CB5-D5A3119CEA98}
3856990,1806271138109125,,C,1501,1446,55,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{2868121A-BF52-41ED-8304-89D3E855F73C}
3856991,1806271138109125,,C,1256,1235,21,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{316854A2-C7CA-458B-9A56-BDAE51CE5930}
3856992,1806271138109125,,C,1224,1189,35,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{E53C7731-31AD-427A-99C4-BAD51FB17C33}
3856993,1806271138109125,,C,1184,1154,30,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{75A0F64C-81FF-4CDB-B53C-7E1A3C6393BD}
3856994,1806271138109125,,C,1147,1081,66,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{644235D0-519B-42D8-B24A-B3D01B85A21B}
3856995,1806271138109125,,C,1072,1044,28,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{A3D0961F-BE0C-4E4B-876D-F1A01CBA46CF}
3856996,1806271138109125,,C,741,677,64,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{389546C9-E7F4-48AE-A904-601288AFC4DE}
3856997,1806271138109125,,C,613,583,30,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{6CFC8229-6416-454E-8D47-CE7F4C3936F4}
3856998,1806271138109125,,C,477,435,42,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{7EA0ED54-3E6A-4413-9D09-96BC8869FCAC}
3856999,1806271138109125,,C,198,155,43,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{D14C4D40-06E1-4625-973A-E3812C1B46D6}
3857000,1806271138109125,,C,57,17,40,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{7E2B7763-2902-48DC-A19E-A679565595DD}
3857001,1806280818402034,,C,2500,2228,272,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{E318140D-E783-41D4-B72B-1BFAE2994A2F}
3857002,1806280818402034,,C,2184,2159,25,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{129E2270-AF2E-4194-A684-D9EE371C9B33}
3857003,1806280818402034,,C,1633,935,698,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{EBB689E8-376E-43FE-9AB3-5D98212088E0}
3857004,1806280818402034,,C,869,760,109,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{F01C8B20-6F97-4BE1-A20A-BDBEE937C0DE}
3857005,1806280818402034,,C,743,551,192,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{B586A9AA-3238-488E-9BA7-34A3E10C93D3}
3857006,1806280818402034,,C,496,167,329,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{499BE057-ECCE-45F3-ACFD-1D9FABB52BE0}
3857007,1806280818402034,,C,105,0,105,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{BD3DA077-BCDA-4EA4-BB8C-BB84753936F5}
3857008,1806280820436228,,C,2500,2402,98,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{80E60CD0-E704-44FA-8DC1-AD1C608CFE34}
3857009,1806280820436228,,C,2396,1951,445,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{E8232A17-C093-43FB-910C-4F5E611510D3}
3857010,1806280820436228,,C,1918,1880,38,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{E129B1BF-76A3-4A42-98DA-5F86541A0605}
3857011,1806280820436228,,C,1565,1534,31,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{97F27D75-7498-4DC7-A01E-CA8F0E70BE6A}
3857012,1806280820436228,,C,1515,1450,65,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{9143F5A0-5038-45BF-98F9-AFAF189C6E0D}
3857013,1806280820436228,,C,1435,1092,343,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{40F5F99B-1A1B-4C6A-9B66-579F64423AAD}
3857014,1806280820436228,,C,785,742,43,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{2C57D2BB-86C6-4128-9186-73E9B033C70B}
3857015,1806280820436228,,C,720,430,290,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{BA2BCCF8-6FD3-43D9-AFBA-6A982D9C5CED}
3857016,1806280820436228,,C,240,175,65,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{BEBAEBD2-F1FF-40F5-A7F8-4F23AC6222A1}
3857017,1806280820436228,,C,160,0,160,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{19F41BF5-150F-4CB4-BECD-9A991F409B43}
3857018,1806280842464820,,C,2500,2452,48,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{3C03CF79-F558-4922-B3E7-D9226D81B5BA}
3857019,1806280842464820,,C,2405,2351,54,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{DC6DE70F-1A48-4D27-A065-3F1A5B9761E7}
3857020,1806280842464820,,C,2314,2226,88,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{2E2595E6-B50C-4EEC-9305-367C35972BC8}
3857021,1806280842464820,,C,2132,1435,697,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{BBBFBC96-14EB-4E14-BB00-B32156837059}
3857022,1806280842464820,,C,1425,1399,26,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{A5BA71C7-8F5E-4465-8843-FED7FAA1943E}
3857023,1806280842464820,,C,1359,1299,60,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{591BF8FB-FF16-4C2D-92EA-BB389CD6445E}
3857024,1806280842464820,,C,1186,1129,57,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{A93E146C-4EE9-4B96-B5CB-2569F5E8FEDA}
3857025,1806280842464820,,C,1117,893,224,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{591C88AC-A78F-4327-B67C-95D020026ACE}
3857026,1806280842464820,,C,888,814,74,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{ECBFF2AD-311C-46AE-94D5-40047AC83906}
3857027,1806280842464820,,C,810,697,113,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{7A975BCA-047D-4921-9FB5-DE40142DF727}
3857028,1806280842464820,,C,658,622,36,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{3BC9234D-04CF-476E-9719-F9DC93C7D66F}
3857029,1806280842464820,,C,512,488,24,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{70B042E8-C1AC-4F79-8ABF-F0E66B9FC0B9}
3857030,1806280842464820,,C,482,0,482,2018-09-01,18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{B1D2DCB0-9FA2-4FF5-912A-34516147A43A}
3857031,180628123040638,,C,2500,2449,51,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{7ED28BF1-7898-4B36-B3A0-D596799FAF9B}
3857032,180628123040638,,C,2442,2366,76,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{A37FAF9F-8F84-4C3A-85F4-171C35A6FC55}
3857033,180628123040638,,C,2352,2308,44,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{756EFA9D-2E50-4BDE-8D92-63DF0EDBB0EF}
3857034,180628123040638,,C,2280,2232,48,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{8DFF098B-8D2F-4D35-BC1C-9744AC18796C}
3857035,180628123040638,,C,2160,2099,61,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{DD0051B6-0E8B-4D99-AD7B-E36F87DD503F}
3857036,180628123040638,,C,1960,1917,43,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{D19FBD60-A8F2-4649-8510-2BE51457C253}
3857037,180628123040638,,C,1897,1861,36,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{5FE87684-2E52-4734-A8D8-C8E589F31468}
3857038,180628123040638,,C,1851,1789,62,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{EA894450-C184-4535-8EE6-6E2A66DC46FB}
3857039,180628123040638,,C,1772,1732,40,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{EE35DE08-2D53-49E2-91A6-94D190099976}
3857040,180628123040638,,C,1710,1687,23,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{53D0208F-A8C6-498B-BFFF-C5393CC64F44}
3857041,180628123040638,,C,1626,1604,22,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{68634D2A-1900-4957-96F7-6938BC2B821E}
3857042,180628123040638,,C,1462,1403,59,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{7F05120C-2B1F-448C-9737-E6DACA99FB4C}
3857043,180628123040638,,C,1355,1326,29,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{B7D4A450-A310-421E-9C76-AD2A643BD137}
3857044,180628123040638,,C,1316,1295,21,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{D855D4AF-E60E-43C6-99DE-7BFCFE76ABBC}
3857045,180628123040638,,C,1270,1089,181,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{4868CA9A-0600-409E-B0E0-76642EDFDFED}
3857046,180628123040638,,C,970,803,167,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{E800160E-C558-4F97-B592-7333E3AF71DF}
3857047,180628123040638,,C,799,776,23,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{0CA16EF7-E5EE-4199-8757-0CEE89A9E5A4}
3857048,180628123040638,,C,755,731,24,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{5F4DDB69-0A92-444C-874E-CDC6342DAC8D}
3857049,180628123040638,,C,697,667,30,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{7CF9C8F5-7DE3-47AE-A408-F4B4C391B682}
3857050,180628123040638,,C,660,612,48,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{A16BE089-A98A-4238-B473-2367C2CF7A1E}
3857051,180628123040638,,C,592,524,68,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{8E6D7BB4-E7F5-4E87-92F4-0FD13DD20C42}
3857052,180628123040638,,C,502,475,27,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{84D2EA99-5921-4C1D-B31F-ABCDF9C8B5CC}
3857053,180628123040638,,C,471,436,35,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{F7340AAB-B583-41B2-95C6-B9F2135F6C35}
3857054,180628123040638,,C,427,210,217,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{0962530C-98F7-463C-B119-8C5C69F6ED0A}
3857055,180628123040638,,C,204,147,57,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{831CF56F-AE63-4057-B1AF-4E0CD9989CAA}
3857056,180628123040638,,C,140,74,66,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{5AA34F45-CAE6-451A-95EA-334D45A6F3C4}
3857057,180628123840190,,C,2130,2098,32,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{8B030CAE-4A61-47DC-95D5-2B3B35B9B078}
3857058,180628123840190,,C,2037,1829,208,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{35FAE174-CB84-4F8F-A662-B493F3EE7A46}
3857059,180628123840190,,C,1780,1675,105,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{251521F5-E256-4B4C-B67A-37A16883788B}
3857060,180628123840190,,C,1673,1554,119,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{E2B7397E-2CF1-4A2B-A233-DD6F38C54AC3}
3857061,180628123840190,,C,1540,1493,47,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{2595AD3F-7399-405E-B451-B140CECA14C9}
3857062,180628123840190,,C,397,258,139,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{5D7F3B70-9547-4467-A125-1BBB000689A0}
3857063,180628123840190,,C,253,161,92,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{4A09DE4C-AF7B-476F-8E0C-F2FAEE21CCF4}
3857064,180628123840190,,C,105,0,105,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{3FB80F6A-2689-4F59-9046-10068374322B}
3857065,1806281309557466,,C,2500,2471,29,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{BC5E13FC-9E56-4C1F-927E-3CBBB56082DC}
3857066,1806281309557466,,C,2424,2365,59,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{C91E4B7C-1A3E-477A-AD22-8F84BEAD9449}
3857067,1806281309557466,,C,2100,2053,47,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{DAEF7E2A-2073-409F-B2E0-E057A4E03F3A}
3857068,1806281309557466,,C,2047,1982,65,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{FD3E2B7E-84ED-4A39-80B2-10B7EB0DE6CF}
3857069,1806281309557466,,C,1937,1881,56,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{1EBAA34A-EC77-4357-9669-EAFECD9EE1F7}
3857070,1806281309557466,,C,1875,1746,129,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{A8856DEC-31B6-4D3D-949A-222D0EA24309}
3857071,1806281309557466,,C,1744,1700,44,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{48A1EC65-E182-4842-8F41-320EC4CDE3B7}
3857072,1806281309557466,,C,1630,1447,183,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{7BC3CBB2-D46A-4EA3-89FD-7D53E6736E36}
3857073,1806281309557466,,C,1445,1274,171,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{E63D2F9B-3A3A-4FB7-9E13-1BD9E82210FC}
3857074,1806281309557466,,C,1269,1075,194,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{15086AAB-D12E-451E-A72C-FC418FE17F05}
3857075,1806281309557466,,C,1024,967,57,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{0F11B38C-0BC8-4633-9899-DBF98159C4B1}
3857076,1806281309557466,,C,731,421,310,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{36665389-7931-45CF-AC79-D7477AA25CE3}
3857077,1806281309557466,,C,373,290,83,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{6FC4931A-D68A-4BB5-818D-A7E27CA18734}
3857078,1806281309557466,,C,288,227,61,2018-09-01,18062811461094522018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{C9B9355E-265E-45FB-BCDE-2029057ED313}
