OBJECTID,RecKey,SeqNo,RecType,GapStart,GapEnd,Gap,DateLoadedInDb,PrimaryKey,DBKey,GlobalID
3856276,1810150929098066,1479,C,2413,2392,21,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{BC077E20-A9B6-4BBA-A46F-C9B6046AA589}
3856277,1810150929098066,1480,C,2098,1926,172,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{B5B71DD6-BEC6-48FD-AFCD-A6A67552F7B9}
3856278,1810150929098066,1481,C,1444,1378,66,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{DF174BF2-A9CD-4641-9EC1-C2591B8FE957}
3856279,1810150929098066,1482,C,1370,1298,72,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{40355907-0E4A-4A36-959A-34E44E301E61}
3856280,1810150929098066,1483,C,985,959,26,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{70689480-228F-444E-9939-8914EEC1E68E}
3856281,1810150929098066,1484,C,897,874,23,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{55301575-3674-4286-9CF4-A466EA875F6C}
3856282,1810150929098066,1485,C,847,741,106,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{7F521865-EF0C-4734-9389-C2359FBABACF}
3856283,1810150929098066,1486,C,649,604,45,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{AC7AE71F-88B3-4367-9FD3-8FEE576A4783}
3856284,1810150929098066,1487,C,573,534,39,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{EE20482F-3576-4A68-9B06-FE0A2FEB0221}
3856285,1810150929098066,1488,C,483,454,29,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{5A89A071-18BF-4271-9FFB-184F81C301BA}
3856286,1810150929098066,1489,C,387,346,41,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{F471499B-D6B2-4AB2-B73F-B026568B98CF}
3856287,1810150929098066,1490,C,338,293,45,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{DB77BB58-0B1C-4E44-8C8B-8C09E698A740}
3856288,1810150929098066,1491,C,286,226,60,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{66C649CC-A57F-4DF1-9565-FC4E0EED96B2}
3856289,1810150929098066,1492,C,213,192,21,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{15CCEC34-81CC-488B-A754-4ABEA1BAF3D8}
3856290,1810150929098066,1493,C,156,119,37,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{344AE344-D6E9-4B1A-A6D1-3C19F2FD0FE1}
3856291,1810150929098066,1494,C,116,93,23,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{B197D0CB-15C0-47D3-ABDE-6C7F66A8625A}
3856292,1810150929098066,1495,C,91,15,76,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{9B8A5852-C242-4D89-B847-B12D197FA63B}
3856293,1810151231088065,1496,C,2457,2275,182,2018-09-01,18061315553173042018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{9FE9D4E8-33C8-4681-B5D8-8906E84AE2A1}
3856294,1810151231088065,1497,C,1876,1641,235,2018-09-01,18061315553173042018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{DD3B786E-6152-4CC8-A84E-6D6ADB9997C0}
3856295,1810151231088065,1498,C,1211,1136,75,2018-09-01,18061315553173042018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{3F7A537B-419F-4451-8F09-5AF07288DC6B}
3856296,1810151231088065,1499,C,1131,1022,109,2018-09-01,18061315553173042018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{F4079CD6-2C0A-4C4B-9CF7-66C1FEFA9FE8}
3856297,1810151231088065,1500,C,907,804,103,2018-09-01,18061315553173042018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{942D1568-ABFF-4BE8-A44F-8852335C018E}
3856298,1810151231088065,1501,C,785,710,75,2018-09-01,18061315553173042018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{08BAF2DE-EFE7-42AF-9E77-94639FDE034B}
3856299,1810151231088065,1502,C,683,535,148,2018-09-01,18061315553173042018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{8BE42912-9907-4628-83ED-121306F6DC14}
3856300,1810151231088065,1503,C,361,96,265,2018-09-01,18061315553173042018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{B07C227A-EEAB-4F6B-9155-0B80B5C35A86}
3856301,1810151231088065,1504,C,94,0,94,2018-09-01,18061315553173042018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{8D0972CA-EBCA-4385-B45E-566EDA87405D}
3856302,1810220930261558,1505,C,2470,2428,42,2018-09-01,18092514421034622018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{4A314DDD-B692-418C-8716-7B6D78DCC701}
3856303,1810220930261558,1506,C,2410,2335,75,2018-09-01,18092514421034622018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{84DBFEE1-8ADF-4CEC-8FE8-9CDD2DD72A58}
3856304,1810220930261558,1507,C,2326,2278,48,2018-09-01,18092514421034622018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{04B06D0E-7D8A-4408-8257-F2199E8C4A7C}
3856305,1810220930261558,1508,C,2274,2035,239,2018-09-01,18092514421034622018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{0B6FA4C4-3D45-4554-A35A-77F9C95493A2}
3856306,1810220930261558,1509,C,1780,1753,27,2018-09-01,18092514421034622018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{E9631550-3102-4930-82D5-378BD9C032C2}
3856307,1810220930261558,1510,C,1723,1629,94,2018-09-01,18092514421034622018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{80248032-97D1-40CF-8080-A72DA2CBF073}
3856308,1810220930261558,1511,C,1516,1469,47,2018-09-01,18092514421034622018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{6F48845E-D95A-4172-98EA-84F3490CAD98}
3856309,1810220930261558,1512,C,1465,1123,342,2018-09-01,18092514421034622018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{B804341D-4AC9-4A57-A8F0-DE9A92DDF280}
3856310,1810220930261558,1513,C,772,732,40,2018-09-01,18092514421034622018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{EF0383C8-BFE7-4E4F-9FB6-DD83D9AF79A7}
3856311,1810220930261558,1514,C,725,641,84,2018-09-01,18092514421034622018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{0B6EFD5B-C6C6-43D3-8588-E107FD4DDA68}
3856312,1810220930261558,1515,C,235,191,44,2018-09-01,18092514421034622018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{DCF3F284-5687-4998-AC27-3259AD05C816}
3856313,1810220930261558,1516,C,176,81,95,2018-09-01,18092514421034622018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{D9CF1670-43D0-4A00-B913-0C3EC760A52C}
3856314,1810221045195766,1517,C,2014,1705,309,2018-09-01,18092514421034622018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{C221C85C-1A70-4350-B927-647A36955D2E}
3856315,1810221045195766,1518,C,1555,1169,386,2018-09-01,18092514421034622018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{65027E95-A96E-43B0-BCB5-CCDD3C454FCD}
3856316,1810221045195766,1519,C,1160,1121,39,2018-09-01,18092514421034622018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{D2ADFCDB-B530-487B-8481-0F8E86CD1B7B}
3856317,1810150921384445,1447,C,2344,2300,44,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{EA5885C9-9CA4-477F-8956-2FFC85F6461A}
3856318,1810150921384445,1448,C,2267,2240,27,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{A980441C-3FEA-4972-8E1D-28891505A4F7}
3856319,1810150921384445,1449,C,2223,2203,20,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{9C183668-4EC0-475B-929C-3D1834BFA0AD}
3856320,1810150921384445,1450,C,2196,1990,206,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{3B2F2836-9FFF-4970-9397-B1F35B8C0285}
3856321,1810150921384445,1451,C,1906,1819,87,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{4967B6D5-EA62-44B0-87E7-C17F7E9BA038}
3856322,1810150921384445,1452,C,1778,1751,27,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{2512B81F-44DE-4F44-A7B1-A1AF5C4929CB}
3856323,1810150921384445,1453,C,1734,1671,63,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{60E3B256-AA78-43FE-ACEA-08C8C802FB99}
3856324,1810150921384445,1454,C,1567,1542,25,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{96C7D6D9-3140-44A0-9FD8-4D72B9630ED2}
3856325,1810150921384445,1455,C,1518,1378,140,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{9749912D-6E4F-4BE0-9280-6E89AF969E03}
3856326,1810150921384445,1456,C,1346,1310,36,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{272A7226-BD3A-4D1B-9B80-6832B8F771D5}
3856327,1810150921384445,1457,C,1260,1077,183,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{C3521424-8F53-4103-A66B-8A8CF93C9029}
3856328,1810150921384445,1458,C,1060,849,211,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{8CD87903-DF34-4540-A93B-72AB45C59F6C}
3856329,1810150921384445,1459,C,815,624,191,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{CC22A440-E9FE-45F3-B522-A7F20D58592C}
3856330,1810150921384445,1460,C,596,506,90,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{927E87F8-2437-4093-AAD9-ECBA63E46888}
3856331,1810150921384445,1461,C,488,449,39,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{B1E479EF-2331-4E04-A466-1B6337E36421}
3856332,1810150921384445,1462,C,145,71,74,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{232D8998-5D3E-4174-8AC8-DF5D20C6674A}
3856333,1810150921384445,1463,C,68,0,68,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{A02ADB6D-921C-4735-99C4-E326690AEE77}
3856334,1810150926056664,1464,C,2500,2061,439,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{873C6300-F807-4318-B72B-2BCE9AB65883}
3856335,1810150926056664,1465,C,2058,2020,38,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{408B2E88-42EE-44D5-A128-149C0324CD81}
3856336,1810150926056664,1466,C,1987,1753,234,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{E1C0F98C-D9D0-4D5E-9886-DF48A0F450C7}
3856337,1810150926056664,1467,C,1725,1655,70,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{41D16165-DF51-4F62-8F7F-D5E4D4CE88AA}
3856338,1810150926056664,1468,C,1236,1163,73,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{019CA718-161C-4EAB-A60C-97E19F7868C1}
3856339,1810150926056664,1469,C,1138,1013,125,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{DBCAA705-A9CE-41A3-9D08-B2A9CB9358E1}
3856340,1810150926056664,1470,C,999,849,150,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{9D059C97-EA48-4CEE-87D7-2EE9B67684C7}
3856341,1810150926056664,1471,C,795,758,37,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{B70D30F6-DFFE-4C30-BA28-ABAD98FF8033}
3856342,1810150926056664,1472,C,688,543,145,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{49D9658C-D614-4CC2-A726-6D67DCC8A3B7}
3856343,1810150926056664,1473,C,470,419,51,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{C053C438-8039-4F24-B004-F4EFBBDDFA4D}
3856344,1810150926056664,1474,C,416,307,109,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{E8414826-59A8-4836-8782-C651B8DD2CF6}
3856345,1810150926056664,1475,C,296,221,75,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{4814591A-D683-494C-9214-A19B56C155EE}
3856346,1810150926056664,1476,C,194,172,22,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{B74C2663-65B8-4A5F-8CC9-593E38258255}
3856347,1810150926056664,1477,C,160,0,160,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{2490818B-3C46-4CD2-A3DD-784FBC9B32EE}
3856348,1810150929098066,1478,C,2500,2426,74,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{F55E0488-D170-4409-B803-DC7727C74B8D}
3856349,1805291412022274,1,C,2500,2478,22,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{BBB4A750-239F-4D4B-AD87-0FF0DCB84675}
3856350,1805291412022274,2,C,1523,1415,108,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{E3D179FE-D8D6-42D4-A64F-8E2D42486E60}
3856351,1805291412022274,3,C,1384,1362,22,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{7B2EF088-8195-4DC3-BA02-2C90F235B421}
3856352,1805291412022274,4,C,1357,1324,33,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{DCF96F26-CC3F-4FF4-959D-B619BBC689A4}
3856353,1805291412022274,5,C,1293,1255,38,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{4805DA2C-09F4-4973-932E-3BCB86DB17C0}
3856354,1805291412022274,6,C,1138,1115,23,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{18F5BCFA-D6EA-4FFE-86FD-4BFADE14D2F2}
3856355,1805291412022274,7,C,1060,1040,20,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{A7038215-BBDB-4ABF-877B-B01624FA93B6}
3856356,1805291412022274,8,C,939,917,22,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{892F3329-5F38-45B1-8C48-13C4BB8EFD61}
3856357,1805291412022274,9,C,913,856,57,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{F1DBBE12-BC0A-46B8-B571-C56CF33E38BF}
3856358,1805291412022274,10,C,851,826,25,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{05B3F1AF-DEC9-4BDF-9BB9-E17B650CD817}
3856359,1805291412022274,11,C,740,702,38,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{4E413544-2CAB-4B22-B805-041CB3E4F46C}
3856360,1805291412022274,12,C,664,642,22,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{44343F86-1178-4130-9C4B-45F807B6CB99}
3856361,1805291412022274,13,C,627,600,27,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{0BCB7085-BCF3-482F-A348-F1420E9A59BF}
3856362,1805291412022274,14,C,565,480,85,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{CB9293AA-9722-4D0B-B7E3-3F46AFC4E8D8}
3856363,1805291412022274,15,C,403,381,22,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{ADDADA6A-8182-40CD-93B5-267758A4074F}
3856364,1805291412022274,16,C,361,289,72,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{9BF191DA-AD4D-4F83-8104-E857106132DE}
3856365,1805291412022274,17,C,251,212,39,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{D5B3C10F-AD02-4697-AC85-D2A7C38F6491}
3856366,1805291412022274,18,C,126,100,26,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{B98369AE-30E4-4EA1-807E-441614E30FBA}
3856367,180529151519160,20,C,2495,2437,58,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{28245BB2-0C61-4E0B-A72F-F1D7120B589A}
3856368,180529151519160,21,C,2389,2345,44,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{F2DD88AD-4436-4144-9B03-4D58CC64F434}
3856369,180529151519160,22,C,2343,2251,92,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{2243B8BF-FF0F-430C-9D6C-249D765AEBAF}
3856370,180529151519160,23,C,2229,2202,27,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{0063A158-28E3-4519-866E-8441AD781C7E}
3856371,180529151519160,24,C,2200,2179,21,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{B2D8244D-D909-40FB-974B-A7E7402A6CFE}
3856372,180529151519160,25,C,2129,2089,40,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{DCED62D8-4CEA-49F3-8844-9C8F98DCD371}
3856373,180529151519160,26,C,2034,1991,43,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{3CB81D8A-A01E-4027-B67C-F470393DDCE1}
3856374,180529151519160,27,C,1749,1702,47,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{41EE0D05-A51F-4943-8E2B-5519571B096F}
3856375,180529151519160,28,C,1687,1431,256,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{88AC1694-2ECF-4BD9-B995-AB77DFA82D69}
3856376,180529151519160,29,C,1330,1295,35,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{D5B53626-7FFC-4CBB-855A-D98E985AF70F}
3856377,180529151519160,30,C,1175,1145,30,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{C42C5631-576C-4F8B-B1E6-F88F3CC34C96}
3856378,180529151519160,31,C,1125,1103,22,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{ECCF1074-806D-4801-A7E1-7644F72109DC}
3856379,180529151519160,32,C,1051,1024,27,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{67397F27-689B-4A49-BAE9-A698F1A68732}
3856380,180529151519160,33,C,939,911,28,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{63A5FAD1-BE6F-4BFA-8979-73F3613C309F}
3856381,180529151519160,34,C,683,653,30,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{83797E13-6937-42F5-A1DC-BFC62C96969E}
3856382,180529151519160,35,C,520,494,26,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{647E8F71-6355-4133-8F6C-3A3BD062607F}
3856383,180529151519160,36,C,426,403,23,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{60341A09-D93C-45D4-A2C0-24029F1354DB}
3856384,1805291601148197,38,C,2480,2430,50,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{A8089AC7-B937-46D1-BEDB-4CC43375F99F}
3856385,1805291601148197,39,C,1537,1443,94,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{54E03F42-B848-451A-835E-F3F28CA0232C}
3856386,1805291601148197,40,C,1404,1365,39,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{832949A0-A803-442B-B49E-52EA8BA086A3}
3856387,1805291601148197,41,C,1363,1302,61,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{3BF7D6EB-1693-49CC-9ECB-DD225D39C81F}
3856388,1805291601148197,42,C,1265,1210,55,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{C78314E0-8E0D-4A53-AF9D-AA69926EA39C}
3856389,1805291601148197,43,C,1194,1131,63,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{FD0E3E4A-5DEF-438A-A851-9E6A83E6D6BC}
3856390,1805291601148197,44,C,1129,1080,49,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{AB557734-5BE8-4197-A510-E8FC07ADC151}
3856391,1805291601148197,45,C,524,462,62,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{7FB4C6AB-104E-4EDC-80C5-55098629734E}
3856392,1805291601148197,46,C,352,313,39,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{18117064-955C-4A40-8D80-29685D4C2EEB}
3856393,1805291601148197,47,C,50,0,50,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{C31EACA2-DA87-45A0-839D-4AF507921FD8}
3856394,1805311226379436,,C,2445,2360,85,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{4DBDA296-7949-4D0B-A51B-913451A639AC}
3856395,1805311226379436,,C,2350,2255,95,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{DAAF6265-99F7-4803-BB16-4135AD072C64}
3856396,1805311226379436,,C,2121,1992,129,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{11B83BF1-1C51-4EF4-A664-5B2095734707}
3856397,1805311226379436,,C,1915,1894,21,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{E6355268-21B9-44C2-B338-111994A88101}
3856398,1805311226379436,,C,1697,1599,98,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{D07700FF-7A23-4321-952D-8CBF18E6D7E3}
3856399,1805311226379436,,C,1566,1535,31,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{C5B89C2C-3C5B-4AA8-95D3-17F42D2D427B}
3856400,1805311226379436,,C,195,0,195,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{A2520F39-EF93-4380-89C6-D078025C1526}
3856401,180531134008202,,C,2500,2393,107,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{BAE4619E-CABA-4F3E-861C-A9AB26A47EE5}
3856402,180531134008202,,C,2090,1744,346,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{0722C9EB-8377-489F-9792-9373F8A4507B}
3856403,180531134008202,,C,1578,1442,136,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{56F5DDD6-93DF-4AA8-BBB3-6E4F63C3F00A}
3856404,180531134008202,,C,1265,905,360,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{FB76D98D-2CBE-419E-9B08-24873959C83B}
3856405,180531134008202,,C,878,842,36,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{424EC917-11BB-4CF6-AF28-20D5BBF7B74A}
3856406,180531134008202,,C,656,626,30,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{4630AA2A-5772-4B54-83C6-992579733A63}
3856407,180531134008202,19,C,352,227,125,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{345D9156-B6EB-4556-882F-080A54962DC1}
3856408,180531134008202,,C,219,0,219,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{B6E1743B-8E81-4C09-9EEE-16EAA11BCF68}
3856409,1805311431342468,,C,2500,2292,208,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{2CADC38B-319F-4E7E-876B-6265CB4489ED}
3856410,1805311431342468,,C,1784,1563,221,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{406011FD-A0A7-498B-8077-F0FDE6FA3BD2}
3856411,1805311431342468,,C,902,852,50,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{E79CDF06-D104-486A-BA90-5D8AD2C6263D}
3856412,1805311431342468,,C,847,613,234,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{E0E7CB6A-CC67-437D-8D8B-3797AB80295D}
