OBJECTID,SoilKey,HorizonKey,HorizonDepthUpper,DepthMeasure,Texture,RockFragments,Effer,HorizonColorDry,HorizonColorMoist,StructGrade,StructShape,unused,Nomenclature,HorizonDepthLower,ESD_Horizon,ESD_HorizonModifier,ESD_FragVolPct,ESD_FragmentType,ESD_PetrocalcicRubble,ESD_Gypsic,ESD_PctClay,ESD_Hue,ESD_Value,ESD_Chroma,ESD_Color,ESD_Grade,ESD_Size,ESD_Structure,ESD_StructQual,ESD_Grade2,ESD_Size2,ESD_Structure2,ESD_RuptureResistance,ESD_ClayFilm,ESD_CarbonateStage,ESD_CaCO3EquivPct,ESD_EC,ESD_pH,ESD_GypsumPct,ESD_NAabsorptionRatio,ESD_Notes,ESD_PSAPctSand,ESD_PSAPctSilt,ESD_PSAPctClay,ESD_GravelClassPctFine,ESD_GravelClassPctMed,ESD_GravelClassPctCoarse,ESD_GravelCarbonateCoatPct,ESD_FragmentRoundness,ESD_RootSize,ESD_RootQty,ESD_PoresSize,ESD_PoresQty,ESD_SandFractPctVeryFine,ESD_SandFractPctFine,ESD_SandFractPctMed,ESD_SandFractPctCoarse,ESD_SandFractPctVeryCoarse,ESD_FragVolPct2,ESD_FragmentType2,ESD_FragVolPct3,ESD_FragmentType3,ESD_PctSand,ESD_LabGravelPctFine,ESD_LabGravelPctMed,ESD_LabGravelPctCoarse,DateLoadedInDb,PrimaryKey,DBKey,GlobalID
158455,1810111044126396,1810111048314285,7.000000000000000,cm,SICL,29.000000000000000,NE,,,,,,,70.000000000000000,,,24,1,0,0,45.000000000000000,10YR,4,2.000000000000000,Moist,,,ABK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{8889FC6B-2C72-4CA5-91DF-623D4E460F34}
158456,1810111350188405,1810111354507379,0.000000000000000,cm,L,16.000000000000000,NE,,,,,,,5.000000000000000,,,16,1,0,0,2.000000000000000,10YR,2,1.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18062910181447442018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{44071D03-F361-4B6C-B1D6-5377C07F70BF}
158457,1810111350188405,1810111355271136,5.000000000000000,cm,SIL,37.000000000000000,NE,,,,,,,20.000000000000000,,,37,1,0,0,21.000000000000000,10YR,2,2.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18062910181447442018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{93D8FC7E-D6FB-46DF-A788-10F40D61B031}
158458,1810111350188405,1810111356251501,20.000000000000000,cm,SCL,24.000000000000000,ST,,,,,,,31.000000000000000,,,24,1,0,0,29.000000000000000,10YR,3,3.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18062910181447442018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{2FA9910A-1CA8-4A5F-BA15-6AD917A7FF53}
158459,1810111350188405,1810111357209210,31.000000000000000,cm,SIL,22.000000000000000,ST,,,,,,,51.000000000000000,,,22,1,0,0,25.000000000000000,10YR,4,4.000000000000000,Moist,,,ABK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18062910181447442018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{2B5A576B-48CE-4369-B326-E0052C292345}
158460,1810111350188405,1810111358146771,51.000000000000000,cm,SL,17.000000000000000,VE,,,,,,,70.000000000000000,,,17,1,0,0,14.000000000000000,10YR,5,3.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18062910181447442018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{1D8EBAEF-2B9C-4AAB-AE78-BC33EF0FDBEF}
158461,181011150633765,1810111507425801,0.000000000000000,cm,SIL,5.000000000000000,SL,,,,,,,9.000000000000000,,,5,1,0,0,10.000000000000000,5YR,3,3.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18072514484483882018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{D6D3BE07-EF35-46F7-824C-BB23F9EC8247}
158462,181011150633765,181011150822190,9.000000000000000,cm,SIL,39.000000000000000,ST,,,,,,,24.000000000000000,,,39,1,0,0,7.000000000000000,7.5YR,4,2.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18072514484483882018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{756465D0-1BCA-4D7E-AFD7-7690D62EBC0D}
158463,1810151117592166,1810151121505361,0.000000000000000,cm,SCL,26.000000000000000,VS,,,,,,,7.000000000000000,,,26,1,0,0,22.000000000000000,7.5YR,4,2.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{FF05F0D8-BC0B-42C9-AC86-8E3D2F6DDCE3}
158464,1810151117592166,1810151127087684,7.000000000000000,cm,SL,26.000000000000000,ST,,,,,,,15.000000000000000,,,26,1,0,0,10.000000000000000,7.5YR,3,4.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{4CA99BA1-3C6E-4EE0-8400-61002C892353}
158465,1810151117592166,1810151128085342,15.000000000000000,cm,L,14.000000000000000,ST,,,,,,,23.000000000000000,,,14,1,0,0,16.000000000000000,7.5YR,4,4.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{C2AE3929-5566-49DD-BA8A-837690251F42}
158466,1810151117592166,1810151129019029,23.000000000000000,cm,SICL,29.000000000000000,ST,,,,,,,70.000000000000000,,,29,1,0,0,30.000000000000000,7.5YR,4,4.000000000000000,Moist,,,ABK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18082713232751312018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{3BA21BC0-7AAC-4169-98BD-89FE1F941796}
158467,1810151303141745,181015130418662,0.000000000000000,cm,,20.000000000000000,ST,,,,,,,11.000000000000000,,,15,1,0,0,,10YR,3,4.000000000000000,Moist,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,2018-09-01,18082312034137132018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{606AFDF7-A05E-4561-9C86-64041C71DBAF}
158468,1810151303141745,1810151305234251,11.000000000000000,cm,SL,50.000000000000000,ST,,,,,,,17.000000000000000,,,50,1,0,0,12.000000000000000,7.5YR,3,4.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18082312034137132018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{11919E7D-AFE9-4553-A646-69EA9A484307}
158469,1810151303141745,1810151306393040,17.000000000000000,cm,SL,31.000000000000000,ST,,,,,,,30.000000000000000,,,31,1,0,0,13.000000000000000,7.5YR,3,4.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18082312034137132018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{4AA7B590-8433-4988-8372-67133F1E07A5}
158470,1810151303141745,1810151308083649,30.000000000000000,cm,CL,55.000000000000000,ST,,,,,,,47.000000000000000,,,55,1,0,0,28.000000000000000,7.5YR,3,4.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18082312034137132018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{000E3C58-8A61-4DA9-BC11-7C694EEEB6AF}
158471,1810151303141745,1810151309056554,47.000000000000000,cm,CL,90.000000000000000,ST,,,,,,,70.000000000000000,,,90,1,0,0,30.000000000000000,7.5YR,3,4.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18082312034137132018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{24474794-EBF0-42D0-9046-895256B9C368}
158472,1810151338463350,1810151340325958,0.000000000000000,cm,L,6.000000000000000,NE,,,,,,,5.000000000000000,,,6,1,0,0,8.000000000000000,10YR,4,3.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18082810400251352018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{FDD97B22-35D7-4FCF-8D1E-732326FBF34B}
158473,1810151338463350,1810151341195,5.000000000000000,cm,L,5.000000000000000,NE,,,,,,,14.000000000000000,,,5.,1,0,0,9.000000000000000,10YR,4,3.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18082810400251352018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{2F3B123E-DBFB-4649-A220-6193B9224020}
158474,1810161556589472,1810161608316984,0.000000000000000,cm,SIL,58.000000000000000,ST,,,,,,,12.000000000000000,,,56,1,0,0,3.000000000000000,10YR,4,3.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,2018-09-01,18072508180588582018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{59EBBDFA-CDCC-4CA7-8B9E-845E658A0D32}
158475,1810161556589472,1810161609357041,12.000000000000000,cm,SIL,24.000000000000000,ST,,,,,,,27.000000000000000,,,24,1,0,0,5.000000000000000,10YR,4,3.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18072508180588582018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{F39B62EE-F1D1-4392-BBEC-4C3B0E5E0E16}
158476,1810161556589472,1810161610194879,27.000000000000000,cm,SIL,43.000000000000000,ST,,,,,,,39.000000000000000,,,43,1,0,0,10.000000000000000,7.5YR,4,4.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18072508180588582018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{229E6636-2533-4DCD-9475-315F2AC97784}
158477,1810161556589472,1810161611036239,39.000000000000000,cm,SICL,54.000000000000000,VE,,,,,,,60.000000000000000,,,54,1,0,0,27.000000000000000,7.5YR,5,4.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18072508180588582018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{26577D9E-DFF5-40AC-B7D3-74A43ABE97A1}
158478,1810161253499388,1810191117527444,0.000000000000000,cm,SI,0.000000000000000,NE,,,,,,,7.000000000000000,,,,,0,0,2.000000000000000,10YR,2,1.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18092613204337572018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{1573527D-79AD-4B61-876E-D20D66DAF674}
158479,1810161253499388,1810191118494151,7.000000000000000,cm,SIL,25.000000000000000,NE,,,,,,,38.000000000000000,,,25,1,0,0,12.000000000000000,10YR,2,1.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18092613204337572018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{EFE848DE-2547-4AD2-9875-22D6D31FAFB4}
158480,1810161253499388,1810191119543220,38.000000000000000,cm,SL,0.000000000000000,NE,,,,,,,55.000000000000000,,,,,0,0,17.000000000000000,10YR,4,2.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18092613204337572018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{180331FE-7D71-458B-B3D7-4066CFA429CC}
158481,1810161253499388,1810191120364187,55.000000000000000,cm,SL,0.000000000000000,NE,,,,,,,70.000000000000000,,,,,0,0,17.000000000000000,10YR,4,4.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18092613204337572018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{1736EF57-8FDF-4A17-9FED-3DC6CA2A42DA}
158482,1810161504269946,1810221112274860,0.000000000000000,cm,S,8.000000000000000,VS,,,,,,,11.000000000000000,,,8,1,0,0,1.000000000000000,5YR,5,6.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18090513012746132018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{B9AC156B-4BC3-4FB2-9E00-3999884E7F90}
158483,1810161504269946,1810221113314564,11.000000000000000,cm,S,9.000000000000000,VS,,,,,,,15.000000000000000,,,9,1,0,0,1.000000000000000,5YR,5,6.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18090513012746132018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{8066B963-4F4F-4C55-9DBB-8515FE896CA7}
158484,1810221142495552,1810221148143473,0.000000000000000,cm,SL,15.000000000000000,VE,,,,,,,2.000000000000000,,,15,1,0,0,10.000000000000000,7.5YR,4,4.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{D45B7068-0469-48E5-8740-383D309266A8}
158485,1810221142495552,1810221149456910,2.000000000000000,cm,SL,12.000000000000000,VE,,,,,,,4.000000000000000,,,12,1,0,0,15.000000000000000,7.5YR,4,4.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{3D9FFAEE-51C4-41A5-BEDD-71B0FAB648E3}
158486,1810221142495552,1810221151338481,4.000000000000000,cm,L,19.000000000000000,VE,,,,,,,8.000000000000000,,,19,1,0,0,15.000000000000000,7.5YR,4,6.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{D8F0F436-E2DF-4ED8-B40B-AE1A307FD519}
158487,1810221142495552,1810221152473214,8.000000000000000,cm,L,34.000000000000000,VE,,,,,,,70.000000000000000,,,34,1,0,0,20.000000000000000,7.5YR,4,6.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18052209380212082018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{F9D9B493-172F-43AE-BE39-2D51C9F47BC2}
158488,1810100901372906,1810100958567062,20.000000000000000,cm,SIL,8.000000000000000,ST,,,,,,,30.000000000000000,,,8,1,0,0,19.000000000000000,5YR,3,3.000000000000000,Moist,,,ABK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18061120211632222018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{A809E0ED-5E81-487A-83DE-BC86543E9408}
158489,1810100901372906,1810101000142850,30.000000000000000,cm,L,44.000000000000000,ST,,,,,,,70.000000000000000,,,44,1,0,0,22.000000000000000,7.5YR,4,4.000000000000000,Moist,,,ABK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18061120211632222018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{4D59CE22-EB4B-4067-B33E-12A3F0B9694F}
158490,1810101434342313,1810101435107380,0.000000000000000,cm,L,50.000000000000000,NE,,,,,,,3.000000000000000,,,49,1,0,0,7.000000000000000,10YR,4,4.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,2018-09-01,1806260806284632018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{465FC86A-EA16-474C-9848-A86F05E9459C}
158491,1810101434342313,181010143608333,3.000000000000000,cm,L,17.000000000000000,NE,,,,,,,13.000000000000000,,,17,1,0,0,12.000000000000000,10YR,4,3.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,1806260806284632018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{1DD5A1E4-22D8-492F-89A3-3B5E250B4C5D}
158492,1810101434342313,181010143651766,13.000000000000000,cm,C,32.000000000000000,VS,,,,,,,46.000000000000000,,,17,1,0,0,41.000000000000000,10YR,4,4.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,2,,,,,,,2018-09-01,1806260806284632018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{E5DF7F1F-B49C-43C6-93D9-C37457559D01}
158493,1810101434342313,1810101438089061,46.000000000000000,cm,L,7.000000000000000,VE,,,,,,,70.000000000000000,,,7,1,0,0,15.000000000000000,7.5YR,5,6.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,1806260806284632018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{1D330D8D-E910-45BA-9BF5-D8286EF0F71E}
158494,1810101513587,1810101515435526,0.000000000000000,cm,SC,54.000000000000000,ST,,,,,,,27.000000000000000,,,42,1,0,0,53.000000000000000,2.5Y,4,4.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,10,2,2,6,,,,,2018-09-01,18080911375688202018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{67BE7D23-078B-4740-92CE-59618F06ABDE}
158495,1810101513587,1810101516431360,27.000000000000000,cm,C,30.000000000000000,VE,,,,,,,46.000000000000000,,,25,1,0,0,69.000000000000000,2.5Y,4,4.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,2018-09-01,18080911375688202018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{4E098883-EC0E-4B0B-B020-3DA57D141F31}
158496,1810101513587,1810101517273865,46.000000000000000,cm,C,50.000000000000000,VE,,,,,,,52.000000000000000,,,11,1,0,0,69.000000000000000,2.5Y,4,4.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,39,2,,,,,,,2018-09-01,18080911375688202018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{9EF67175-28E9-4082-8B2D-3E931D157959}
158497,1810101513587,1810101518361271,52.000000000000000,cm,C,68.000000000000000,VE,,,,,,,70.000000000000000,,,4,1,0,0,71.000000000000000,2.5Y,4,4.000000000000000,Moist,,,PL,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,64,2,,,,,,,2018-09-01,18080911375688202018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{0C8702AC-6326-4CB9-8BE8-B578918F0136}
158498,1810101555516272,1810101557022769,0.000000000000000,cm,SL,0.000000000000000,NE,,,,,,,9.000000000000000,,,,,0,0,8.000000000000000,5YR,4,4.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18070315460062612018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{0CADD070-5B31-47EE-B9DD-65DF4D948050}
158499,1810101555516272,1810101557519705,9.000000000000000,cm,SCL,0.000000000000000,NE,,,,,,,30.000000000000000,,,,,0,0,25.000000000000000,7.5YR,4,4.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18070315460062612018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{68DED33D-6486-441B-B460-8E721FF3FBEF}
158500,1810101555516272,1810101558586610,30.000000000000000,cm,CL,5.000000000000000,ST,,,,,,,52.000000000000000,,,5,1,0,0,30.000000000000000,5YR,4,4.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18070315460062612018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{A5A0C300-971B-48DD-9451-5FBD8F2F1743}
158501,1810101555516272,1810101559586725,52.000000000000000,cm,LS,80.000000000000000,VE,,,,,,,70.000000000000000,,,80,1,0,0,8.000000000000000,5YR,6,4.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18070315460062612018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{429A0043-5E7B-4930-9792-B6E0889A8272}
158502,1810110947595330,1810110949019225,0.000000000000000,cm,SIL,13.000000000000000,NE,,,,,,,3.000000000000000,,,13,1,0,0,7.000000000000000,10YR,3,4.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18061309363388792018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{76776E91-FEC7-47C0-8A56-7CBE7D67B06E}
158503,1810110947595330,1810110950107105,3.000000000000000,cm,CL,4.000000000000000,NE,,,,,,,19.000000000000000,,,4,1,0,0,27.000000000000000,10YR,3,4.000000000000000,Moist,,,PL,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18061309363388792018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{C3E4EF0F-870C-49CB-9D1D-58D5DCC2F54D}
158504,1810110947595330,1810110951006588,19.000000000000000,cm,SCL,27.000000000000000,SL,,,,,,,44.000000000000000,,,27,1,0,0,33.000000000000000,7.5YR,4,4.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18061309363388792018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{E09D100B-C25F-4C29-B236-2FA501269C86}
158505,1810110947595330,1810110951565125,44.000000000000000,cm,SIL,2.000000000000000,VE,,,,,,,70.000000000000000,,,2,1,0,0,16.000000000000000,10YR,6,4.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18061309363388792018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{E43C1285-1A0F-4A75-B51C-B74E5ABA9A07}
158506,1810111044126396,1810111045534200,0.000000000000000,cm,SIL,55.000000000000000,NE,,,,,,,1.000000000000000,,,50,1,0,0,17.000000000000000,10YR,3,2.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{593EF0C7-01D7-42D1-87E2-371B4B6C9D1A}
158507,1810111044126396,1810111046435,1.000000000000000,cm,SIL,29.000000000000000,NE,,,,,,,7.000000000000000,,,29,1,0,0,20.000000000000000,10YR,3,1.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{A3B05695-94CC-4413-B45F-0B408D5CDFF9}
158508,1805291832442900,1805291835144321,0.000000000000000,cm,,1.000000000000000,NE,,,,,,,2.000000000000000,O,,1,1,0,0,,5YR,3,1.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{E5923673-2592-4109-9661-ED8618E5BD86}
158509,1805291832442900,1805291836354953,2.000000000000000,cm,L,50.000000000000000,NE,,,,,,,11.000000000000000,,,10,1,0,0,20.000000000000000,10YR,3,4.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,40,2,,,,,,,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{CACF5542-3617-49EC-B59D-7DA16C3AA084}
158510,1805291832442900,1805291838254109,11.000000000000000,cm,CL,77.000000000000000,SL,,,,,,,28.000000000000000,,,2,1,0,0,32.000000000000000,10YR,4,4.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,75,2,,,,,,,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{CB278DF1-62C1-410A-9B37-20609DAE8B3F}
158511,1805291832442900,1805291839587081,28.000000000000000,cm,LS,1.000000000000000,VE,,,,,,,70.000000000000000,,,1,1,0,0,5.000000000000000,10YR,5,4.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18052912522061422018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{BF896753-C147-4E7D-BFB0-2E0AC9AE6A65}
158512,1805311651273938,1805311655029192,14.000000000000000,cm,SIL,39.000000000000000,SL,,,,,,,28.000000000000000,,,39,1,0,0,26.000000000000000,10YR,3,4.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{56F95C7E-19A6-42BD-9554-AF34AD1D51FD}
158513,1805311651273938,1805311656211222,4.000000000000000,cm,SIL,42.000000000000000,NE,,,,,,,14.000000000000000,,,42,1,0,0,19.000000000000000,10YR,3,2.000000000000000,Moist,,,SBK,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{AD4995C4-35B0-449C-98B4-31FFF1FE524F}
158514,1805311651273938,180531165814786,0.000000000000000,cm,L,32.000000000000000,NE,,,,,,,4.000000000000000,,,32,1,0,0,15.000000000000000,10YR,3,4.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{7B0F53AA-8ED5-48B5-9797-193D8ED8AE67}
158515,1805311651273938,1805311658154655,28.000000000000000,cm,SIL,2.000000000000000,VE,,,,,,,70.000000000000000,,,2,1,0,0,15.000000000000000,2.5Y,6,4.000000000000000,Moist,,,GR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,18053110585075952018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,{C9E218BB-A2EA-45D8-8265-5DF1EBB731C4}
