OBJECTID,SoilKey,HorizonKey,HorizonDepthUpper,DepthMeasure,Texture,RockFragments,Effer,HorizonColorDry,HorizonColorMoist,StructGrade,StructShape,unused,Nomenclature,HorizonDepthLower,ESD_Horizon,ESD_HorizonModifier,ESD_FragVolPct,ESD_FragmentType,ESD_PetrocalcicRubble,ESD_Gypsic,ESD_PctClay,ESD_Hue,ESD_Value,ESD_Chroma,ESD_Color,ESD_Grade,ESD_Size,ESD_Structure,ESD_StructQual,ESD_Grade2,ESD_Size2,ESD_Structure2,ESD_RuptureResistance,ESD_ClayFilm,ESD_CarbonateStage,ESD_CaCO3EquivPct,ESD_EC,ESD_pH,ESD_GypsumPct,ESD_NAabsorptionRatio,ESD_Notes,ESD_PSAPctSand,ESD_PSAPctSilt,ESD_PSAPctClay,ESD_GravelClassPctFine,ESD_GravelClassPctMed,ESD_GravelClassPctCoarse,ESD_GravelCarbonateCoatPct,ESD_FragmentRoundness,ESD_RootSize,ESD_RootQty,ESD_PoresSize,ESD_PoresQty,ESD_SandFractPctVeryFine,ESD_SandFractPctFine,ESD_SandFractPctMed,ESD_SandFractPctCoarse,ESD_SandFractPctVeryCoarse,ESD_FragVolPct2,ESD_FragmentType2,ESD_FragVolPct3,ESD_FragmentType3,ESD_PctSand,ESD_LabGravelPctFine,ESD_LabGravelPctMed,ESD_LabGravelPctCoarse,DateLoadedInDb,PrimaryKey,DBKey,GlobalID
169322,COS05000_2019_RI-196,3,51.000000000000000,cm,SL,75.000000000000000,VE,,,,,,,75.000000000000000,B,,20,Gravel,,,6.000000000000000,5YR,4,6.000000000000000,Moist,,,SBK,,,,,,,,,,,,,"Modifier would be very cobbly (vcb) to extremely cobbly (xcb), gravel % may be higer as had to break through a fair amount of cobble to reach needed depth. Nearing loamy sand but still seemed like sandy loam. ",,,,,,,,,,,,,,,,,,55,Stone,0,,,,,,2019-09-01,COS05000_2019_RI-1962019-09-01,CO2019RawCleaned.gdb,{8535CD23-82FB-4C33-9DD3-E551EAF103FE}
169323,COS05000_2019_SD-339,1,0.000000000000000,cm,LS,37.000000000000000,VE,,,,,,,12.000000000000000,A,,37,Gravel,,,11.000000000000000,10YR,4,4.000000000000000,Moist,,,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2019_SD-3392019-09-01,CO2019RawCleaned.gdb,{525FBCA7-77D8-4BD7-9E01-D2632260CF8B}
169324,COS05000_2019_SD-339,2,12.000000000000000,cm,LS,50.000000000000000,VE,,,,,,,26.000000000000000,B,BC,50,Gravel,,,9.000000000000000,10YR,6,4.000000000000000,Moist,,,SBK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2019_SD-3392019-09-01,CO2019RawCleaned.gdb,{A04CC198-EDC7-4C77-843C-9955DAF4D6B7}
169325,COS05000_2019_SD-339,3,26.000000000000000,cm,LS,0.000000000000000,,,,,,,,30.000000000000000,R,,0,Gravel,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,"Unweathered bedrock, clay % and texture not accurate as they were not taken.",,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2019_SD-3392019-09-01,CO2019RawCleaned.gdb,{02D74203-39EF-45DF-B3DC-5A517176188F}
169472,COS05000_2019_PJ-138,1,0.000000000000000,cm,SL,14.000000000000000,SL,,,,,,,11.000000000000000,A,,4,Gravel,,,7.000000000000000,7.5YR,4,2.000000000000000,Moist,,,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Stone,0,,,,,,2019-09-01,COS05000_2019_PJ-1382019-09-01,CO2019RawCleaned.gdb,{DF6921BD-0AE4-4AB0-A3B2-62ACF65A803D}
169473,COS05000_2019_PJ-138,2,11.000000000000000,cm,LS,5.000000000000000,VE,,,,,,,15.000000000000000,A,B,5,Gravel,,,7.000000000000000,7.5YR,4,2.000000000000000,Moist,,,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2019_PJ-1382019-09-01,CO2019RawCleaned.gdb,{0160BF05-424E-4A4B-B893-6489F6274FA9}
169474,COS05000_2019_PJ-138,3,15.000000000000000,cm,S,100.000000000000000,,,,,,,,44.000000000000000,R,,0,Gravel,,,0.000000000000000,,,,Moist,,,PL,,,,,,,,,,,,,"Probably bedrock, breaks apart easily is more yellow ",,,,,,,,,,,,,,,,,,0,Stone,100,,,,,,2019-09-01,COS05000_2019_PJ-1382019-09-01,CO2019RawCleaned.gdb,{C42EA72A-400E-4FB8-BCBB-8823E9D28FFD}
169475,COS05000_2019_PJ-138,4,44.000000000000000,cm,S,0.000000000000000,VE,,,,,,,60.000000000000000,R,,0,Gravel,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,More white and unable to break through. Can grind into sand,,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2019_PJ-1382019-09-01,CO2019RawCleaned.gdb,{586A0E52-B6DE-4569-BA8A-4B3D12119E03}
169476,COS05000_2019_SS-239,1,0.000000000000000,cm,SL,7.000000000000000,NE,,,,,,,9.000000000000000,A,,2,Gravel,,,7.000000000000000,7.5YR,4,2.000000000000000,Moist,,,,,,,,,,,,,,,,May be very fine granular for structure.,,,,,,,,,,,,,,,,,,5,Stone,0,,,,,,2019-09-01,COS05000_2019_SS-2392019-09-01,CO2019RawCleaned.gdb,{DC6BAB16-1D41-4546-BAE0-9C9AA403D7BE}
169477,COS05000_2019_SS-239,2,9.000000000000000,cm,L,0.000000000000000,NE,,,,,,,39.000000000000000,B,,0,Gravel,,,25.000000000000000,7.5YR,5,2.000000000000000,Moist,,,SBK,,,,,,,,,,,,,"Medium-Coarse fo size class but majority coarse. About 30% sand, nearing upper right side of loam on chart but still felt like it fit best in loam texture. ",,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2019_SS-2392019-09-01,CO2019RawCleaned.gdb,{07961958-4FB4-45CA-855D-E0BC7B6A7293}
169478,COS05000_2019_SS-239,3,39.000000000000000,cm,CL,5.000000000000000,SL,,,,,,,57.000000000000000,B,R,5,Gravel,,,29.000000000000000,7.5YR,5,2.000000000000000,Moist,,,SBK,,,,,,,,,,,,,Some weathered rock in this layer. Slightly more clay and sand than previous layer but on the boarder of clay loam and loam,,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2019_SS-2392019-09-01,CO2019RawCleaned.gdb,{D8457B40-ACD4-4BF5-8FC3-79C75EB0754D}
169479,COS05000_2019_SS-239,4,57.000000000000000,cm,S,0.000000000000000,VE,,,,,,,70.000000000000000,R,,0,Gravel,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,Weathered bedrock no need to texture.... Did drop acid on face of layer and was violently effervescent.,,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2019_SS-2392019-09-01,CO2019RawCleaned.gdb,{ED421E50-E787-434F-80F8-9CAF7A6F118B}
169480,COS05000_2019_SS-243,1,0.000000000000000,cm,SL,27.000000000000000,VS,,,,,,,20.000000000000000,A,,7,Gravel,,,14.000000000000000,10YR,3,3.000000000000000,Moist,,,GR,,,,,,,,,,,,,Extremely cobbly horizon,,,,,,,,,,,,,,,,,,20,Stone,0,,,,,,2019-09-01,COS05000_2019_SS-2432019-09-01,CO2019RawCleaned.gdb,{BA86A013-EFC9-4AA4-B267-DE7C488852BB}
169481,COS05000_2019_SS-243,2,20.000000000000000,cm,SL,20.000000000000000,VE,,,,,,,41.000000000000000,B,,20,Gravel,,,15.000000000000000,10YR,5,2.000000000000000,Moist,,,SBK,,,,,,,,,,,,,Distinct color change between this horizon and previous. Much more compacted as well,,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2019_SS-2432019-09-01,CO2019RawCleaned.gdb,{2D1E1A0F-65B5-4FD2-B95C-A4219BF1106D}
169482,COS05000_2019_SS-243,3,41.000000000000000,cm,SL,45.000000000000000,VE,,,,,,,64.000000000000000,C,,45,Gravel,,,14.000000000000000,10YR,4,1.000000000000000,Moist,,,ABK,,,,,,,,,,,,,"Possible weathered bedrock or cemented bedrock. Pieces of rock easily break off when hit with shovel, some soil in between rock fragments. Rock sizes recorded as gravel, although they originally broke off from larger rocks.",,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2019_SS-2432019-09-01,CO2019RawCleaned.gdb,{2116AF05-5AA4-4EB9-B8A5-A71768BC19C0}
169483,COS05000_2019_SS-243,4,64.000000000000000,cm,SL,0.000000000000000,,,,,,,,70.000000000000000,R,,0,Gravel,,,0.000000000000000,,,,,,,ABK,,,,,,,,,,,,,"Weathered bedrock, texture and clay percentages are not accurate as texturing was not possble.",,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2019_SS-2432019-09-01,CO2019RawCleaned.gdb,{EBEF414F-541A-48E8-9903-171600924A28}
169484,COS05000_2019_SD-347,1,0.000000000000000,cm,SL,30.000000000000000,ST,,,,,,,10.000000000000000,A,,30,Gravel,,,15.000000000000000,7.5YR,5,3.000000000000000,,,,GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2019_SD-3472019-09-01,CO2019RawCleaned.gdb,{633B740A-6A7E-4751-9099-7A9AA5F88D9D}
169485,COS05000_2019_SD-347,2,10.000000000000000,cm,S,0.000000000000000,,,,,,,,20.000000000000000,R,,0,Gravel,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,"Very weathered, easy to break rock",,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2019_SD-3472019-09-01,CO2019RawCleaned.gdb,{0A18DFD2-2D8F-4004-A9C2-E87C5081F4DF}
169523,COS05000_2020_MMS-081,1,0.000000000000000,cm,L,3.000000000000000,NE,,,,,,,8.000000000000000,A,,3,Gravel,,,15.000000000000000,10YR,3,2.000000000000000,Moist,,,GR,,,,,,,,,,,,,"Weak subangular blocky fine, ",,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2020_MMS-0812019-09-01,CO2019RawCleaned.gdb,{7A3B60FF-0561-4CF0-BA4B-8BE0875E6CFA}
169524,COS05000_2020_MMS-081,2,8.000000000000000,cm,CL,4.000000000000000,NE,,,,,,,31.000000000000000,B,At,4,Gravel,,,35.000000000000000,10YR,3,2.000000000000000,Moist,,,GR,,,,,,,,,,,,,BAt1,,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2020_MMS-0812019-09-01,CO2019RawCleaned.gdb,{10FA1D14-4438-4726-970E-F94D3BD55977}
169525,COS05000_2020_MMS-081,3,31.000000000000000,cm,C,0.000000000000000,NE,,,,,,,38.000000000000000,B,T,0,Gravel,,,45.000000000000000,10YR,4,3.000000000000000,Moist,,,SBK,,,,,,,,,,,,,"This is Bt, weak very coarse",,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2020_MMS-0812019-09-01,CO2019RawCleaned.gdb,{5FBF09C4-2BE5-4CC4-8BE4-7B3287EE77FB}
169526,COS05000_2020_MMS-081,4,38.000000000000000,cm,CL,3.000000000000000,ST,,,,,,,55.000000000000000,B,tk,3,Gravel,,,37.000000000000000,10YR,5,3.000000000000000,Moist,,,SBK,,,,,,,,,,,,,"Btk1, fine and coarse sizes",,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2020_MMS-0812019-09-01,CO2019RawCleaned.gdb,{51054FF2-6262-4C58-85BB-F551EA690AB9}
169527,COS05000_2020_MMS-081,5,55.000000000000000,cm,CL,3.000000000000000,VE,,,,,,,77.000000000000000,B,tk,3,Gravel,,,33.000000000000000,10YR,6,4.000000000000000,Moist,,,SBK,,,,,,,,,,,,,Btk2,,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2020_MMS-0812019-09-01,CO2019RawCleaned.gdb,{CFF6E8D3-C849-4BF2-A015-887DF94CB5AA}
169528,COS05000_2019_SS-244,1,0.000000000000000,cm,SL,7.000000000000000,VS,,,,,,,12.000000000000000,A,,7,Gravel,,,13.000000000000000,10YR,2,2.000000000000000,Moist,,,GR,,,,,,,,,,,,,Pit under PIED stand so there is a layer of herbacious litter on top of this horizon,,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2019_SS-2442019-09-01,CO2019RawCleaned.gdb,{0EE536D5-BCE3-43FB-82E6-3519CFE16D64}
169529,COS05000_2019_SS-244,2,12.000000000000000,cm,SL,10.000000000000000,VS,,,,,,,57.000000000000000,B,c,10,Gravel,,,15.000000000000000,10YR,2,1.000000000000000,Moist,,,SBK,,,,,,,,,,,,,"Subangular blocky parting to granular. Horizon has red, white and yellow sandstone gravel throughout it which likely eroded from the mesa above. ",,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2019_SS-2442019-09-01,CO2019RawCleaned.gdb,{4CCFEF9B-3A3D-4B98-A3A0-D732927C773E}
169530,COS05000_2019_SS-244,3,57.000000000000000,cm,SL,22.000000000000000,NE,,,,,,,70.000000000000000,C,,22,Gravel,,,14.000000000000000,7.5YR,3,4.000000000000000,Moist,,,SBK,,,,,,,,,,,,,Horizon also has sandstone derived gravel ,,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2019_SS-2442019-09-01,CO2019RawCleaned.gdb,{6D221F02-F113-439B-AB9E-850C3FD89394}
169535,COS05000_2020_MC-048,1,0.000000000000000,cm,SI,0.000000000000000,NE,,,,,,,9.000000000000000,O,,0,Gravel,,,0.000000000000000,,2.5,1.000000000000000,Moist,,,,,,,,,,,,,,,,Clear organic layer ,,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2020_MC-0482019-09-01,CO2019RawCleaned.gdb,{0A1D0FD5-EE86-4969-8B6B-63EF97E6BE17}
169536,COS05000_2020_MC-048,2,9.000000000000000,cm,L,12.000000000000000,NE,,,,,,,13.000000000000000,A,,10,Gravel,,,22.000000000000000,10YR,4,2.000000000000000,Moist,,,SBK,,,,,,,,,,,,,Very coarse going to coarse for structure size. Fair amount of organic matter in this layer. About 7-10% gravel,,,,,,,,,,,,,,,,,,2,Stone,0,,,,,,2019-09-01,COS05000_2020_MC-0482019-09-01,CO2019RawCleaned.gdb,{A3C5C3FF-D30E-439D-8A3F-98ABCD79DF28}
169537,COS05000_2020_MC-048,3,13.000000000000000,cm,SL,40.000000000000000,NE,,,,,,,34.000000000000000,B,A,5,Gravel,,,15.000000000000000,10YR,5,2.000000000000000,Moist,,,SBK,,,,,,,,,,,,,Started to hit quite a bit of cobble in this layer some nearing stone. Color seemed to be between 10YR5/2 & 4/2 but closer to 5/2,,,,,,,,,,,,,,,,,,35,Stone,0,,,,,,2019-09-01,COS05000_2020_MC-0482019-09-01,CO2019RawCleaned.gdb,{0D52C088-ABA1-4AA9-881F-3DC1193D2CDB}
169538,COS05000_2020_MC-048,4,34.000000000000000,cm,SL,50.000000000000000,NE,,,,,,,45.000000000000000,B,,10,Gravel,,,17.000000000000000,10YR,5,2.000000000000000,Moist,,,ABK,,,,,,,,,,,,,"May not have needed to split this into a seperate layer but it had more cobble and gravel, a majority of medium sized sub angular blocky (contained coarse and fine as well), seemed like very slight increase in clay % and less organic matter.",,,,,,,,,,,,,,,,,,40,Stone,0,,,,,,2019-09-01,COS05000_2020_MC-0482019-09-01,CO2019RawCleaned.gdb,{109BAFA9-5277-4149-BC34-55EB37B9D839}
169539,COS05000_2020_MC-048,5,45.000000000000000,cm,SCL,75.000000000000000,NE,,,,,,,73.000000000000000,B,,10,Gravel,,,23.000000000000000,10YR,5,2.000000000000000,Moist,,,SBK,,,,,,,,,,,,,Seperated because this is the first layer I hit stone and cobble vs just cobble. Weak course and medium subang. Color nearing 4/2,,,,,,,,,,,,,,,,,,25,Stone,40,,,,,,2019-09-01,COS05000_2020_MC-0482019-09-01,CO2019RawCleaned.gdb,{5D310758-24A6-41EA-95AF-77AE87E06B80}
169690,COS05000_2020_SS-254,1,0.000000000000000,cm,SL,1.000000000000000,VE,,,,,,,5.000000000000000,A,,1,Gravel,,,14.000000000000000,5Y,4,2.000000000000000,Moist,,,GR,,,,,,,,,,,,,Weak subangular blocky medium,,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2020_SS-2542019-09-01,CO2019RawCleaned.gdb,{ACE36B66-815C-4426-978E-8CEAA390BC3E}
169691,COS05000_2020_SS-254,2,5.000000000000000,cm,SL,0.000000000000000,VE,,,,,,,24.000000000000000,B,kt,0,Gravel,,,14.000000000000000,2.5Y,5,3.000000000000000,Moist,,,SBK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2020_SS-2542019-09-01,CO2019RawCleaned.gdb,{AA7F1D2B-4AA0-4268-A5E7-DEB1244795BE}
169692,COS05000_2020_SS-254,3,24.000000000000000,cm,SL,0.000000000000000,VE,,,,,,,35.000000000000000,B,kt,0,Gravel,,,16.000000000000000,2.5Y,5,3.000000000000000,Dry,,,SBK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2020_SS-2542019-09-01,CO2019RawCleaned.gdb,{358DE2E8-9182-4344-A96D-438C2915FC24}
169693,COS05000_2020_SS-254,4,35.000000000000000,cm,SL,0.000000000000000,VE,,,,,,,63.000000000000000,B,Ck,0,Gravel,,,19.000000000000000,2.5Y,5,3.000000000000000,Moist,,,SBK,,,,,,,,,,,,,"Weak medium subangular blocky, ""t"" modifier,",,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2020_SS-2542019-09-01,CO2019RawCleaned.gdb,{28530F35-3D0C-4721-B76F-578E1B8A2787}
169694,COS05000_2020_SS-254,5,63.000000000000000,cm,SL,0.000000000000000,ST,,,,,,,75.000000000000000,B,Ck,0,Gravel,,,13.000000000000000,2.5Y,5,3.000000000000000,,,,SBK,,,,,,,,,,,,,"Weak fine subangular blocky, small amount of clumps of, ""t"" moifier",,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2020_SS-2542019-09-01,CO2019RawCleaned.gdb,{F41510FF-7C79-44D8-8744-37528E75B839}
169695,COS05000_2019_SS-238,1,0.000000000000000,cm,L,25.000000000000000,NE,,,,,,,4.000000000000000,A,a,15,Gravel,,,14.000000000000000,10YR,2,1.000000000000000,Moist,,,GR,,,,,,,,,,,,,Some decomposed plant matte but not enough to be considered O horizon.,,,,,,,,,,,,,,,,,,0,Stone,10,,,,,,2019-09-01,COS05000_2019_SS-2382019-09-01,CO2019RawCleaned.gdb,{41596857-2A65-4B21-BF05-3D08F5BFFABC}
169696,COS05000_2019_SS-238,2,4.000000000000000,cm,SL,45.000000000000000,NE,,,,,,,31.000000000000000,B,t,5,Gravel,,,15.000000000000000,10YR,2,2.000000000000000,Moist,,,GR,,,,,,,,,,,,,"Many roots throughout horizon, some translocated clay.",,,,,,,,,,,,,,,,,,0,Stone,40,,,,,,2019-09-01,COS05000_2019_SS-2382019-09-01,CO2019RawCleaned.gdb,{8A97E8B5-BC56-463E-9DFE-C319CD702440}
169697,COS05000_2019_SS-238,3,31.000000000000000,cm,C,50.000000000000000,NE,,,,,,,41.000000000000000,C,ct,10,Gravel,,,45.000000000000000,10YR,4,4.000000000000000,Moist,,,SBK,,,,,,,,,,,,,Transitional horizon ,,,,,,,,,,,,,,,,,,0,Stone,40,,,,,,2019-09-01,COS05000_2019_SS-2382019-09-01,CO2019RawCleaned.gdb,{70296C1E-0385-4AFE-942C-FA2B268A7AE0}
169698,COS05000_2019_SS-238,4,41.000000000000000,cm,C,50.000000000000000,NE,,,,,,,70.000000000000000,C,cm,5,Gravel,,,55.000000000000000,7.5YR,3,4.000000000000000,Moist,,,ABK,,,,,,,,,,,,,Very cemented dense clay,,,,,,,,,,,,,,,,,,0,Stone,45,,,,,,2019-09-01,COS05000_2019_SS-2382019-09-01,CO2019RawCleaned.gdb,{C19297CF-F0CD-4816-99B1-C589FFEF39B1}
169699,COS05000_2020_MMS-082,1,0.000000000000000,cm,SIL,0.000000000000000,VE,,,,,,,9.000000000000000,A,,0,Gravel,,,24.000000000000000,10YR,5,3.000000000000000,Moist,,,GR,,,,,,,,,,,,,3cm crust ,,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2020_MMS-0822019-09-01,CO2019RawCleaned.gdb,{8B22EF5A-1E62-4FF9-8AB4-624057EB98C9}
169700,COS05000_2020_MMS-082,2,6.000000000000000,cm,SICL,1.000000000000000,ST,,,,,,,35.000000000000000,B,tk,1,Gravel,,,37.000000000000000,10YR,5,3.000000000000000,Moist,,,SBK,,,,,,,,,,,,,"Upper depth starts at 9cm, crew member listed this and changed after we took photo but cant change the upper depth",,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2020_MMS-0822019-09-01,CO2019RawCleaned.gdb,{A171050A-406E-4919-B897-34D2CD911DAC}
169701,COS05000_2020_MMS-082,3,43.000000000000000,cm,SIC,1.000000000000000,ST,,,,,,,63.000000000000000,B,tk,1,Gravel,,,45.000000000000000,10YR,5,3.000000000000000,Moist,,,SBK,,,,,,,,,,,,,Color: 20% 10yr6/3  80% 10YR 5/3    upper depth at 35cm,,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2020_MMS-0822019-09-01,CO2019RawCleaned.gdb,{914BAB95-B2DA-425C-814A-96B5D6FA640A}
169702,COS05000_2020_MMS-082,4,60.000000000000000,cm,SIL,0.000000000000000,VE,,,,,,,73.000000000000000,B,Ct,0,Gravel,,,21.000000000000000,2.5Y,5,2.000000000000000,Moist,,,SBK,,,,,,,,,,,,,2.5Y 5/6 at 30% and 2.5Y 5/2 at 70% the rust color in this layer is from parent material not redox. This layer is a BCtk (tablet wont allow Ctk in modifier) upper depth at 63cm.  ,,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2020_MMS-0822019-09-01,CO2019RawCleaned.gdb,{10C79923-065A-4074-92CE-06A5A0B83612}
169807,COS05000_2020_MC-049,1,0.000000000000000,cm,L,48.000000000000000,NE,,,,,,,8.000000000000000,A,,10,Gravel,,,7.000000000000000,7.5YR,3,1.000000000000000,Moist,,,GR,,,,,,,,,,,,,"Mostly cobble on surface, fair amount of organic matter as in a dense oak site.A few fine subangular blocky but held together by roots, vast majority very fine granular. Cobbly loam",,,,,,,,,,,,,,,,,,33,Stone,5,,,,,,2019-09-01,COS05000_2020_MC-0492019-09-01,CO2019RawCleaned.gdb,{B3967E15-58C1-4234-A437-89C83ED82EA7}
169808,COS05000_2020_MC-049,2,8.000000000000000,cm,L,55.000000000000000,NE,,,,,,,16.000000000000000,B,A,15,Gravel,,,22.000000000000000,10YR,3,2.000000000000000,Moist,,,SBK,,,,,,,,,,,,,Mostly fine sbk with some fine and medium sbk. About 65% 10YR 3/2 and 35% 7.5YR 3/2. A fair amount of roots in layer but loss of other organic matter that was in top layer. Very cobbly gravelly to cobbly gravelly loam,,,,,,,,,,,,,,,,,,35,Stone,5,,,,,,2019-09-01,COS05000_2020_MC-0492019-09-01,CO2019RawCleaned.gdb,{8173C9A9-9416-4C7D-A0A5-5A4B83252CE3}
169809,COS05000_2020_MC-049,3,16.000000000000000,cm,CL,63.000000000000000,NE,,,,,,,38.000000000000000,B,t,13,Gravel,,,30.000000000000000,10YR,4,3.000000000000000,Moist,,,SBK,,,,,,,,,,,,,About 50% 10YR 4/3 and 50% 10YR 3/2. Still some roots extending through layer. Some fine sbk but dominated by medium sbk. Very cobbly clay loam ,,,,,,,,,,,,,,,,,,45,Stone,5,,,,,,2019-09-01,COS05000_2020_MC-0492019-09-01,CO2019RawCleaned.gdb,{6C203509-1581-4079-BE7A-B26046B0632F}
169810,COS05000_2020_MC-049,4,38.000000000000000,cm,C,90.000000000000000,NE,,,,,,,61.000000000000000,R,rt,0,Gravel,,,50.000000000000000,10YR,5,4.000000000000000,Moist,,,SBK,,,,,,,,,,,,,Mixture of unweathered and weathered bedrock in layer with seeps of clay. Textured and colored the small amount of soil (clay) in bedrock layer. Coarse to Very coarse sbk. At least 50% clay.  (Maybe a seep of clay in the bedrock?),,,,,,,,,,,,,,,,,,0,Stone,90,,,,,,2019-09-01,COS05000_2020_MC-0492019-09-01,CO2019RawCleaned.gdb,{B8FA238E-9BFD-48C5-AEDF-43EC6A731644}
169811,COS05000_2020_SD-354,1,0.000000000000000,cm,SL,1.000000000000000,ST,,,,,,,8.000000000000000,A,,1,Gravel,,,8.000000000000000,7.5YR,5,2.000000000000000,Moist,,,SBK,,,,,,,,,,,,,"Size parting to weak fine granular, there is a top crust. Color also 5% 7.5yr 4/0 and 1% 10r 4/1.",,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2020_SD-3542019-09-01,CO2019RawCleaned.gdb,{692AFF9E-B948-434E-B0EC-BC40FD0F2977}
169812,COS05000_2020_SD-354,2,8.000000000000000,cm,SL,50.000000000000000,ST,,,,,,,14.000000000000000,B,,20,Gravel,,,8.000000000000000,7.5YR,5,2.000000000000000,Moist,,,SBK,,,,,,,,,,,,,"Weak medium subangular blocky. Colors also  12% 10r 4/1, 1% 5y 6/8, 10% 5y 7/1, ",,,,,,,,,,,,,,,,,,30,Stone,0,,,,,,2019-09-01,COS05000_2020_SD-3542019-09-01,CO2019RawCleaned.gdb,{8BF9A48F-00AD-43CB-905A-D374621CD2A1}
169813,COS05000_2020_SD-354,3,14.000000000000000,cm,C,60.000000000000000,ST,,,,,,,35.000000000000000,C,R,60,Gravel,,,60.000000000000000,,4,1.000000000000000,Moist,,,SBK,,,,,,,,,,,,,"Colors include 25% 10yr 7/2, 2% 7.5yr 6/8 , 10 % 10yr7/1 and 2% 2.5y 7/0 very smooth and buttery while texturing could be silty clay",,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2020_SD-3542019-09-01,CO2019RawCleaned.gdb,{6AD129BA-C203-4F49-9559-28119E0260F8}
169814,COS05000_2020_SD-354,4,35.000000000000000,cm,S,0.000000000000000,,,,,,,,36.000000000000000,R,,0,Gravel,,,0.000000000000000,,,,,,,,,,,,,,,,,,,,This is bedrock,,,,,,,,,,,,,,,,,,0,Stone,0,,,,,,2019-09-01,COS05000_2020_SD-3542019-09-01,CO2019RawCleaned.gdb,{5446212D-6EE3-4925-9821-6ED82AC8B0B0}
169815,COS05000_2020_PJ-141,1,0.000000000000000,cm,L,35.000000000000000,SL,,,,,,,16.000000000000000,A,,25,Gravel,,,12.000000000000000,10YR,4,2.000000000000000,Moist,,,GR,,,,,,,,,,,,,"2cm soil crust included in this horizon, majority of gravel in crust",,,,,,,,,,,,,,,,,,10,Stone,0,,,,,,2019-09-01,COS05000_2020_PJ-1412019-09-01,CO2019RawCleaned.gdb,{28B5E8B3-D1FF-4D9C-9224-BF4002096407}
169816,COS05000_2020_PJ-141,2,16.000000000000000,cm,SL,14.000000000000000,VE,,,,,,,24.000000000000000,C,gt,0,Gravel,,,9.000000000000000,5GY,5,1.000000000000000,Moist,,,GR,,,,,,,,,,,,,"Somewhat resembles weathered bedrock.  60% 5GY5/1, 40% 10YR4/2",,,,,,,,,,,,,,,,,,14,Stone,0,,,,,,2019-09-01,COS05000_2020_PJ-1412019-09-01,CO2019RawCleaned.gdb,{3EE82DC9-9084-4170-B986-F0D178EF9748}
